N
N	51.8491
N	51.8491	-8.29956
N	51.8491	-8.29956	P539
N	51.8491	-8.29956	P539	08 Feb 2025
N	51.8491	-8.29956	P539	08 Feb 2025	P539\nCobh to Cork\nExpected Departure 22:30
N	51.8491	-8.29956	P539	08 Feb 2025	P539\nCobh to Cork\nExpected Departure 22:30	To Cork
N
N	53.0371
N	53.0371	-7.30086
N	53.0371	-7.30086	P229
N	53.0371	-7.30086	P229	08 Feb 2025
N	53.0371	-7.30086	P229	08 Feb 2025	P229\nPortlaoise to Dublin Heuston\nExpected Departure 22:30
N	53.0371	-7.30086	P229	08 Feb 2025	P229\nPortlaoise to Dublin Heuston\nExpected Departure 22:30	To Dublin Heuston
N
N	53.4273
N	53.4273	-7.93683
N	53.4273	-7.93683	A734
N	53.4273	-7.93683	A734	08 Feb 2025
N	53.4273	-7.93683	A734	08 Feb 2025	A734\nAthlone to Galway\nExpected Departure 22:25
N	53.4273	-7.93683	A734	08 Feb 2025	A734\nAthlone to Galway\nExpected Departure 22:25	To Galway
N
N	53.4509
N	53.4509	-6.15649
N	53.4509	-6.15649	E117
N	53.4509	-6.15649	E117	08 Feb 2025
N	53.4509	-6.15649	E117	08 Feb 2025	E117\nMalahide to Greystones\nExpected Departure 22:33
N	53.4509	-6.15649	E117	08 Feb 2025	E117\nMalahide to Greystones\nExpected Departure 22:33	Southbound
R
R	0
R	0	0
R	0	0	A226
R	0	0	A226	08 Feb 2025
R	0	0	A226	08 Feb 2025	A226\n19:00 - Dublin Heuston to Cork (51 mins late)\nDeparted Killarney Junction next stop Cork
R	0	0	A226	08 Feb 2025	A226\n19:00 - Dublin Heuston to Cork (51 mins late)\nDeparted Killarney Junction next stop Cork	To Cork
R
R	0
R	0	0
R	0	0	A231
R	0	0	A231	08 Feb 2025
R	0	0	A231	08 Feb 2025	A231\n20:25 - Cork to Dublin Heuston (50 mins late)\nDeparted LJ461 next stop Thurles
R	0	0	A231	08 Feb 2025	A231\n20:25 - Cork to Dublin Heuston (50 mins late)\nDeparted LJ461 next stop Thurles	To Dublin Heuston
R
R	0
R	0	0
